id,subset,source_url,source_domain,crawl_type,source_description,topic,question_type,license,license_status,license_terms_url
c52a99026d7eeb5b095f00e17a8bb146db9f0f4eb09af13e3c0fa0ed56fa29c5,text,https://ocw.mit.edu/courses/14-123-microeconomic-theory-iii-spring-2015/download/,ocw.mit.edu,qa,,Other,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
24c3290aa54ebece7b6036749bd426c604f1a55249f409f8c6490cb4e77bcf4c,text,https://ocw.mit.edu/courses/6-013-electromagnetics-and-applications-spring-2009/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
495969311d8d85769037a898860f25a5dd70366b75e22f56f1f048b3e8e0155d,text,https://web.evanchen.cc/exams/USAMO-2016-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
94bd9fd51845018112a96772e88ec16a4d21d3cdf68f27dc8f74c33fcc7ba691,text,https://web.evanchen.cc/exams/IMO-2023-TST.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
ccdf2fe07fc3b3231268d75408a384d01ce9541e26f2e45104204e91f36aff5d,text,https://web.evanchen.cc/exams/TSTST-2013.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
b7bf1c468505963870fa3ce5b66f0c55062380385523ae8ab3004cf42de8b3ba,text,https://www.ruf.rice.edu/~eulers/prevtests.html,www.ruf.rice.edu,qa,,Math,Calculation,no licence stated,unverified,
5d7fe84764cda76d3070ff95889517fc5b67906ee2903f70781c6f670f14524b,text,https://web.evanchen.cc/exams/EGMO-2018-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
db59be121b884aa39e76df770a47cb034199f732d45f4ab3cec02e94b3046bc2,text,https://web.evanchen.cc/exams/USAMO-2007-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
8c9add1c786cb55086ff07a2234a4ebc10e030594c8114602ea985ab0c4154ca,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
2afa72d771c20e84371d7aa155df1cfdc5772f4b42a0e9f3e69c6cc533d05514,text,https://web.evanchen.cc/exams/USEMO-2021.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
c1521e05f066d83a390066c0dd3b53a9ebe9dc853b01cd66fa48d2db24f46d7c,text,https://web.evanchen.cc/exams/IMO-2025-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
9b070517892a4547f3b84e5bfde01c7839f74d99cd7fbd4d3521d7906dc19bcc,text,https://ocw.mit.edu/courses/18-075-advanced-calculus-for-engineers-fall-2004/pages/exams/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
33c31ec0145e4830aa6d10afc5e5d25d0cfd5da0a47eb0c83590365b15bad79f,text,https://ocw.mit.edu/courses/6-041sc-probabilistic-systems-analysis-and-applied-probability-fall-2013/resources/mit6_041scf13_qu02_s08_sol/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
5373b684c7ff86f527089b2916247838ed891c3fa5916a1172888e763612ab6e,text,https://web.evanchen.cc/exams/USAMO-2024-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
372409ed8f2dc15726bf9a8c75284e4e2825db03d6f6fba94aa9c4d6d2bd9f1f,text,https://web.evanchen.cc/exams/JMO-2011-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
119f271284003d80864ba9381ec61894c045eb10baf6350094c56b3f212f2c67,text,https://web.evanchen.cc/exams/ELMO-2014.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
c233f3482a4fb97109e452e7873770d4c00883f9e84216d18c3fffe046fb0221,text,https://web.evanchen.cc/exams/EGMO-2016-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
c90401b6b73d52ea6e6ea3b0494b8f8a676c2a8558748b6b6990422fd0f6e406,text,https://ocw.mit.edu/courses/14-271-industrial-organization-i-fall-2022/pages/assignments/,ocw.mit.edu,qa,,Other,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
50b7f8c57f0b5c74cef2f5e09b195ab0b0397803a69858fe5f8adfef80ed25dc,text,https://www.ruf.rice.edu/~eulers/prevtests.html,www.ruf.rice.edu,qa,,Math,Calculation,no licence stated,unverified,
282171729a5fbcb584d8313aa3ced10a85d8a6d4a9c334065a3c082d3f04893e,text,https://web.evanchen.cc/elmo/problems.html,web.evanchen.cc,qa,,Math,Essay,no licence stated,unverified,
43232fe70e5075715361423edc59691696ffbe35574704bae6e2d80d70c490ba,text,https://ocw.mit.edu/courses/7-03-genetics-fall-2004/pages/study-materials/,ocw.mit.edu,qa,,Biology,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
62a37f1f159b0a7b2967606d3740a7fc8a7897df79dd2fa900e14fdbb0a8fbad,text,https://ocw.mit.edu/courses/2-71-optics-spring-2014/pages/exams/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
a314c2d97b808c8ae4c03e979f0e3b659519a94fab90f99e6358848b0c644969,text,https://web.evanchen.cc/exams/USAMO-2001-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
a6b278f04e69555c59e996d58e6bb1acc113c9418a4abf56976a15c469f0b07e,text,https://web.evanchen.cc/exams/USEMO-2023.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
22cec487e040944aa414e59baa22f3af310edbf0b1cd3cf6804cf378add0953b,text,https://ocw.mit.edu/courses/7-29j-cellular-neurobiology-spring-2012/pages/exams/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
385868ba50e040aec65d6a9f2fa359fdc93bac5385edd8226d7743a0f7c2abd2,text,https://ocw.mit.edu/courses/7-013-introductory-biology-spring-2013/pages/assignments/,ocw.mit.edu,qa,,Biology,Essay,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
c5c0081818ff40bbbde704cd54e4ebfed7b2006362d91211f1638a8ed80808d6,text,https://ocw.mit.edu/courses/6-042j-mathematics-for-computer-science-fall-2010/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
20db0d787e2f55b0ba6186ea4f4e92b2fe8e5f60fc9d8f474addb251f90b6448,text,https://ocw.mit.edu/courses/8-044-statistical-physics-i-spring-2013/resources/mit8_044s14_praexam2sol_03/,ocw.mit.edu,qa,,Physics,Proof,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
9ae9fe9531ee3b1f9885efaa0ae31bfbac6c572528d0df3d99a4426b897d6b79,text,https://web.evanchen.cc/exams/IMO-2007-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
de69f23d00fdc0140b1adf1e41523445698c5518a04ed98af3b47d3117139c55,text,https://web.evanchen.cc/exams/USAMO-2023-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
c187c6419b6d5b5f90e649ab2f697554cbc667c5d88eb7d15ba7a1b0c7e3f7ff,text,http://users.wfu.edu/ecarlson/cosmo2/index.html,users.wfu.edu,qa,,Physics,Calculation,no licence stated,unverified,
8b128180cd47c2213fec98a427e73e95cf3f9b3fe31e185f5385dce0593f03ab,text,https://ocw.mit.edu/courses/6-642-continuum-electromechanics-fall-2008/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
75ed3e343f09c1607fdf4dc5dcbcf8c6601dd5847e9a708751b3d20b4047d6b6,text,https://safari.ethz.ch/architecture/fall2024/doku.php?do=media&id=start&image=fall23-hw2-sol.pdf&ns=&tab_details=view,safari.ethz.ch,qa,,Other,Essay,no licence stated,unverified,
b4e396f07215a3c075328506348af7d3743a961381884f36031d6536028b7d15,text,https://ocw.mit.edu/courses/14-27-economics-and-e-commerce-fall-2014/resources/mit14_27f14_pset4_sol/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
ded91979d30c62cc4de87e175014b4afa5c3658006cfef532def481263307c12,text,https://web.evanchen.cc/exams/IMO-2019-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
42e8c5f16a18563b2741fe17d3d2f96c97a48b995f45b85442fcd0e4ed2af536,text,https://ocw.mit.edu/courses/14-271-industrial-organization-i-fall-2022/download/,ocw.mit.edu,qa,,Finance,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
05378563211fb042b377845c4056a67359b9a346e52292f20d57bc7967933a81,text,https://ocw.mit.edu/courses/8-334-statistical-mechanics-ii-statistical-physics-of-fields-spring-2014/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
6f537df2e45362c7d5a03ef2f418641496748227a1ec3fa4873f2a1e90d5e74f,text,https://web.evanchen.cc/exams/USAMO-2006-notes.pdf,web.evanchen.cc,,,Math,Essay,no licence stated,unverified,
7178f6996db1c3326566a8f29cdd302a993cd65f4cd5f324281041c1ded0f578,text,https://web.evanchen.cc/exams/IMO-2025-TST.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
f9fc1f94b59df823c933b1235d4908bd15cfd5c61f8d013cfa535c001f8f654c,text,https://web.evanchen.cc/exams/USAMO-2019-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
a115d3760cc05ff6d571402704f529f9bc9402b2855e4a8e6fc151df6b7410ac,text,https://ocw.mit.edu/courses/18-075-advanced-calculus-for-engineers-fall-2004/pages/exams/,ocw.mit.edu,qa,,Math,Essay,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
51de3c2e96f250de185c19db41c848ddf5ad54ced91c86cc3414b3b4120b481c,text,https://ocw.mit.edu/courses/14-12-economic-applications-of-game-theory-fall-2012/resources/mit14_12f12_pset5sol/,ocw.mit.edu,qa,,Finance,Proof,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
2018c2e0a7ce099117d86577ad03f0b60b80e6c184a2fb1353ce2419c79e07b3,text,https://ocw.mit.edu/courses/3-20-materials-at-equilibrium-sma-5111-fall-2003/pages/exams/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
3165f8ede7e629d14cbc8a875fd17e9dcab72a530a6afb8fc923aa0e05488ef4,text,https://web.evanchen.cc/exams/JMO-2016-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
539aebf8bfb03a2b44336f2f8706de6f66bbc628ef02109aba5e16b5eb685dd0,text,https://ocw.mit.edu/courses/6-046j-introduction-to-algorithms-sma-5503-fall-2005/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
acbd771c3e6e0e16f2199941dc172ca5eacd7c3df94c3084051da84a36f1dc7f,text,https://ocw.mit.edu/courses/16-50-introduction-to-propulsion-systems-spring-2012/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
cadbcd605a794f93d6f69b2709e60c8cc20ee2bac9bccacd7cc4d6fc8615024e,text,https://ocw.mit.edu/courses/2-035-special-topics-in-mathematics-with-applications-linear-algebra-and-the-calculus-of-variations-spring-2007/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
17cdc538fb813329f5765fc28f14f8f6bbb52bbefbe452e4b2d27d4a864b70ee,text,https://www.aapt.org/physicsteam/PT-exams.cfm,www.aapt.org,qa,,Physics,Calculation,no licence stated,verified,https://www.aapt.org/physicsteam/PT-exams.cfm
ca4813d2ea50bea50529373c0860928203d9148e3766827e980fda135a8aa0ef,text,https://www.nbi.dk/~petersen/Teaching/AppliedStatistics2015.html,www.nbi.dk,qa,,Math,Calculation,no licence stated,unverified,
0d68d29e2ceb1e6ec75f0231fd05ecfa1caef4d818b0620b9740339aef4f1d41,text,https://web.evanchen.cc/exams/ELMO-2016.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
bfc160b888f69b69e04d0a4103ce282decbfeb325f8fc3b9cbe628963d8ee182,text,https://ocw.mit.edu/courses/14-462-advanced-macroeconomics-ii-spring-2004/pages/assignments/,ocw.mit.edu,qa,,Math,Essay,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
82eece3b8c63bab5048c6657b7074fd6d049fb2489f08698c18d0c223cb349f9,text,https://web.evanchen.cc/exams/TSTST-2020.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
44e464429cb8a98fb59f8043ae49d217797a814ca2e964d96836d63f28b88115,text,https://metaphor.ethz.ch/x/2023/hs/401-0353-00L/,metaphor.ethz.ch,qa,,Math,Calculation,no licence stated,unverified,
1638638e17ea4d2c2e01ba0ccf20b38ec10b361bdedad9c37d19382161a6a48a,text,https://web.evanchen.cc/exams/TSTST-2023.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
2821f84ad1ed3e3edb374aa7abeaadde2dae0cb5ad2ac4a4050cafe4b6bf9425,text,https://web.evanchen.cc/exams/IMO-2024-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
35466e9d11f5beebf728250dd366479d00aa7646a730aa42591c152683d4f2f9,text,https://ocw.mit.edu/courses/6-451-principles-of-digital-communication-ii-spring-2005/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
97acd97b182715fbfad89e32833ed6c71f14641bd72b11630e649a02e4380f10,text,https://web.evanchen.cc/elmo/problems.html,web.evanchen.cc,qa,,Math,Proof,no licence stated,unverified,
c1c9aa9b20401fbec0c5dac29e31dfd497d941fc321b254fda3b29b5cf1ea227,text,https://ocw.mit.edu/courses/6-642-continuum-electromechanics-fall-2008/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
8f9d42bbcd4989e004d2fdaf00abd3b92169916d6c9535db2fe73cb9a648ea40,text,https://web.evanchen.cc/exams/EGMO-2014-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
6003a65bfb02a828475d541262c2d4c1c8f30cc68ef5c0675516e6541d5e8c08,text,https://eml.berkeley.edu/~saez/course131/course131.html,eml.berkeley.edu,qa,,Economics,Essay,no licence stated,unverified,
4fae306d23d5609ed027a8e8cbf6ed1c6fd56c5b5dda69f3ecaf70b8b7483935,text,https://www.brumo.org/archive,www.brumo.org,qa,,Math,Calculation,no licence stated,unverified,
9bd9b657072e92dcc25e8320c9fa76e3c6c09b236e056f8d3a84d941a0ae7bdc,text,https://web.evanchen.cc/exams/TSTST-2017.pdf,web.evanchen.cc,,,Math,Essay,no licence stated,unverified,
b1e06287a00f0e45eb2b6cc59b153db747462ebe1171174f9a68ae4d3992e325,text,https://ocw.mit.edu/courses/18-435j-quantum-computation-fall-2003/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
3c53ea3d062c1c664142676467a93fc006db549fafa20ccd16d4f5758d50f14d,text,https://web.evanchen.cc/exams/TSTST-2023.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
390f82ed3583d045f56adc00af61d15dbc923c82dad2d8f4bba42a6610bc58ff,text,https://ocw.mit.edu/courses/6-642-continuum-electromechanics-fall-2008/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
6c14aa77fb15f6f5c32b662c1db2722557bf3aa686bce7a9d2a643063cada93e,text,http://moller.physics.berkeley.edu/~phys8a/,moller.physics.berkeley.edu,qa,,Physics,Calculation,no licence stated,unverified,
84c1b362afffad4834ca27ef6c4751d799bba300789acb99e322df07cb8a6d25,text,https://ocw.mit.edu/courses/1-725j-chemicals-in-the-environment-fate-and-transport-fall-2004/pages/exams/,ocw.mit.edu,qa,,Chemistry,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
c53ab122940b031ddbb376d9165f51b50511261d9118b2e05661486d12ab38c6,text,https://web.evanchen.cc/exams/USAMO-2012-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
04715903bbd2302d6b306d69afcf4339b5c9b78e2b39374167a180c0d3ec536f,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
735cfa685df8c8188d650a5a87236d0258075ad632e6c482c75ee8ac156d7d1c,text,https://ocw.mit.edu/courses/2-830j-control-of-manufacturing-processes-sma-6303-spring-2008/pages/exams/,ocw.mit.edu,qa,,Math,Essay,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
399832dc3f871038cd38ba1afe829997034c0728e362d16821b3da476c1fe1cf,text,https://web.evanchen.cc/exams/IMO-2000-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
3f66c2000d53440b9d80f258b25f9458054b652de37331bfbf22c97a8cad85fa,text,https://web.evanchen.cc/exams/TSTST-2021.pdf,web.evanchen.cc,,,Math,Essay,no licence stated,unverified,
9d15d3a818b3fc18c5973ba15fc8772079f2198de61e79fee683bb1dd7adcafc,text,https://ocw.mit.edu/courses/8-324-relativistic-quantum-field-theory-ii-fall-2010/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
7541b0ef9f00225aabbf30aceefd1fb67db295476eb391af246dd713534959de,text,https://ocw.mit.edu/courses/6-041-probabilistic-systems-analysis-and-applied-probability-spring-2006/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
f83388b0c07ac89d27a727751ef9535aae0b158671f0fcd01a6897502b06578e,text,https://ocw.mit.edu/courses/6-243j-dynamics-of-nonlinear-systems-fall-2003/pages/assignments/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
a62b6d45522882b74c76f394e2a5b13c1652471635b1a11b43377e19805232d1,text,https://web.evanchen.cc/exams/EGMO-2016-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
ef1dbded970933c9694cbfab317ec358f8dbe1048a649477482e4963ef5744f4,text,https://smp.uq.edu.au/uq-qamt-problem-solving-competition,smp.uq.edu.au,qa,,Math,Calculation,no licence stated,unverified,
fa9ff6d0dad01eb16144af003b6419cc0aeeb0d3a7990b82ecf58c13af424968,text,https://smp.uq.edu.au/uq-qamt-problem-solving-competition,smp.uq.edu.au,qa,,Math,Calculation,no licence stated,unverified,
77572d07a7ecd907b732df1a127a095edc4b944da384ca67b604c3751fb483cf,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
a6f46552cb19c754d7c685f605719229d652727ab0302855e497212bb3276069,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Essay,no licence stated,verified,https://knzhou.github.io/
a2ee475ded5b36191beac380ce551b972e21a92693774362bb882219110be6f6,text,https://ocw.mit.edu/courses/res-6-007-signals-and-systems-spring-2011/pages/assignments/,ocw.mit.edu,qa,,Other,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
7b40b45f494f7c9bef2989db5be540f28d1beb96cc5015dbf119b27396e99959,text,https://ocw.mit.edu/courses/3-23-electrical-optical-and-magnetic-properties-of-materials-fall-2007/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
1ce6a26669ced141402d730d059545737bad5b0248f19237738e7942835622ee,text,https://ocw.mit.edu/courses/8-333-statistical-mechanics-i-statistical-mechanics-of-particles-fall-2013/pages/exams/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
542b439befa7c4f897348ce8e11a48106dd52ccaa32c900467d5689e66904099,text,https://www.brumo.org/archive,www.brumo.org,qa,,Math,Calculation,no licence stated,unverified,
